1-n,InstanceID,BomberA,BomberB,FighterA,FighterB,Tanker,ISRDrone,Satellite,TotalCost,AcquisitionRiskRaw,AcquisitionRisk,RiskToMissionRaw,RiskToForceRaw,RiskToMission,RiskToForce,TotalRisk,ProbabilityOfSuccess,ForcePackage,RiskToCostRatio
472,SIM_0472,6,32,305,1,39,177,600,258150,1.0,0.48611111111111127,10.0,8.0,0.5000000000000001,0.8571428571428572,0.6624323461501341,0.34,"6x BomberA, 32x BomberB, 305x FighterA, 1x FighterB, 39x Tanker, 177x ISRDrone, 600x Satellite",2.56607533
473,SIM_0473,9,15,801,1126,54,227,766,480745,1.0,0.26388888888888884,10.0,8.0,0.01,0.99,0.28305108654495786,0.72,"9x BomberA, 15x BomberB, 801x FighterA, 1126x FighterB, 54x Tanker, 227x ISRDrone, 766x Satellite",0.58877593
474,SIM_0474,38,21,935,678,27,182,917,507215,1.0,0.29166666666666663,10.0,8.0,0.01,0.99,0.3012405989917813,0.7,"38x BomberA, 21x BomberB, 935x FighterA, 678x FighterB, 27x Tanker, 182x ISRDrone, 917x Satellite",0.59391106
475,SIM_0475,24,33,0,378,7,11,462,207525,1.0,0.5694444444444443,10.0,8.0,0.5000000000000001,0.5986394557823128,0.5477270533732266,0.45,"24x BomberA, 33x BomberB, 378x FighterB, 7x Tanker, 11x ISRDrone, 462x Satellite",2.63933046
476,SIM_0476,14,12,274,348,22,157,695,307670,1.0,0.3194444444444444,10.0,8.0,0.2777777777777778,0.99,0.4947770114259837,0.51,"14x BomberA, 12x BomberB, 274x FighterA, 348x FighterB, 22x Tanker, 157x ISRDrone, 695x Satellite",1.60814188
477,SIM_0477,37,11,485,89,32,199,881,380645,1.0,0.48611111111111127,10.0,8.0,0.45833333333333337,0.99,0.7221459170112776,0.28,"37x BomberA, 11x BomberB, 485x FighterA, 89x FighterB, 32x Tanker, 199x ISRDrone, 881x Satellite",1.89716381
478,SIM_0478,36,18,537,1083,28,103,781,449700,1.0,0.37500000000000006,10.0,8.0,0.01,0.99,0.355809136332252,0.64,"36x BomberA, 18x BomberB, 537x FighterA, 1083x FighterB, 28x Tanker, 103x ISRDrone, 781x Satellite",0.79121445
479,SIM_0479,17,29,1020,225,59,135,209,253495,1.0,0.6527777777777778,10.0,8.0,0.01,0.99,0.537704260800487,0.46,"17x BomberA, 29x BomberB, 1020x FighterA, 225x FighterB, 59x Tanker, 135x ISRDrone, 209x Satellite",2.12116318
480,SIM_0480,3,23,559,92,3,280,642,307195,1.0,0.3055555555555555,10.0,8.0,0.45833333333333337,0.99,0.6039140861069247,0.4,"3x BomberA, 23x BomberB, 559x FighterA, 92x FighterB, 3x Tanker, 280x ISRDrone, 642x Satellite",1.96589816
481,SIM_0481,28,9,767,1013,7,39,313,311685,1.0,0.44444444444444453,10.0,8.0,0.06944444444444443,0.99,0.44020847408551317,0.56,"28x BomberA, 9x BomberB, 767x FighterA, 1013x FighterB, 7x Tanker, 39x ISRDrone, 313x Satellite",1.41235053
482,SIM_0482,39,32,84,561,23,0,3,107870,1.0,0.99,10.0,8.0,0.37499999999999994,0.870748299319728,0.9194464448783533,0.08,"39x BomberA, 32x BomberB, 84x FighterA, 561x FighterB, 23x Tanker, 3x Satellite",8.52365296
483,SIM_0483,16,30,23,612,47,216,259,192610,1.0,0.48611111111111127,10.0,8.0,0.2638888888888889,0.99,0.5948193298835132,0.41,"16x BomberA, 30x BomberB, 23x FighterA, 612x FighterB, 47x Tanker, 216x ISRDrone, 259x Satellite",3.08820586
484,SIM_0484,18,16,290,139,19,246,733,311660,1.0,0.41666666666666674,10.0,8.0,0.47222222222222227,0.99,0.6857668921176306,0.31,"18x BomberA, 16x BomberB, 290x FighterA, 139x FighterB, 19x Tanker, 246x ISRDrone, 733x Satellite",2.20036865
485,SIM_0485,34,39,657,290,9,63,304,243555,1.0,0.40277777777777785,10.0,8.0,0.06944444444444443,0.99,0.41292420541527786,0.59,"34x BomberA, 39x BomberB, 657x FighterA, 290x FighterB, 9x Tanker, 63x ISRDrone, 304x Satellite",1.69540435
486,SIM_0486,21,4,943,42,6,18,709,346210,1.0,0.5833333333333333,10.0,8.0,0.16666666666666666,0.99,0.5948193298835129,0.41,"21x BomberA, 4x BomberB, 943x FighterA, 42x FighterB, 6x Tanker, 18x ISRDrone, 709x Satellite",1.71808824
487,SIM_0487,31,8,315,1157,24,247,234,271100,1.0,0.5000000000000001,10.0,8.0,0.01,0.99,0.4376619423429578,0.56,"31x BomberA, 8x BomberB, 315x FighterA, 1157x FighterB, 24x Tanker, 247x ISRDrone, 234x Satellite",1.614393
488,SIM_0488,6,7,768,698,51,116,478,331605,1.0,0.2083333333333332,10.0,8.0,0.01,0.99,0.2466720616513108,0.75,"6x BomberA, 7x BomberB, 768x FighterA, 698x FighterB, 51x Tanker, 116x ISRDrone, 478x Satellite",0.74387317
489,SIM_0489,7,4,1051,829,25,23,856,478140,1.0,0.2083333333333332,10.0,8.0,0.01,0.99,0.2466720616513108,0.75,"7x BomberA, 4x BomberB, 1051x FighterA, 829x FighterB, 25x Tanker, 23x ISRDrone, 856x Satellite",0.51589924
490,SIM_0490,40,20,101,716,54,98,441,266060,1.0,0.41666666666666674,10.0,8.0,0.01,0.99,0.3830934050024873,0.62,"40x BomberA, 20x BomberB, 101x FighterA, 716x FighterB, 54x Tanker, 98x ISRDrone, 441x Satellite",1.43987599
491,SIM_0491,7,23,195,881,35,203,281,235145,1.0,0.40277777777777785,10.0,8.0,0.18055555555555558,0.99,0.48568225520257197,0.51,"7x BomberA, 23x BomberB, 195x FighterA, 881x FighterB, 35x Tanker, 203x ISRDrone, 281x Satellite",2.06545857
492,SIM_0492,34,38,393,3,45,95,370,211860,1.0,0.29166666666666663,10.0,8.0,0.45833333333333337,0.7142857142857143,0.41427542633989906,0.59,"34x BomberA, 38x BomberB, 393x FighterA, 3x FighterB, 45x Tanker, 95x ISRDrone, 370x Satellite",1.95542069
493,SIM_0493,24,2,973,473,34,249,189,263440,1.0,0.3194444444444444,10.0,8.0,0.09722222222222224,0.99,0.37654518052163083,0.62,"24x BomberA, 2x BomberB, 973x FighterA, 473x FighterB, 34x Tanker, 249x ISRDrone, 189x Satellite",1.42933943
494,SIM_0494,22,22,379,617,19,102,599,322030,1.0,0.19444444444444461,10.0,8.0,0.01,0.99,0.2375773054278992,0.76,"22x BomberA, 22x BomberB, 379x FighterA, 617x FighterB, 19x Tanker, 102x ISRDrone, 599x Satellite",0.73774898
495,SIM_0495,26,34,71,128,55,163,644,269540,1.0,0.5138888888888891,10.0,8.0,0.3611111111111112,0.585034013605442,0.4114913172919159,0.59,"26x BomberA, 34x BomberB, 71x FighterA, 128x FighterB, 55x Tanker, 163x ISRDrone, 644x Satellite",1.52664286
496,SIM_0496,20,32,810,159,25,153,471,298870,1.0,0.5416666666666669,10.0,8.0,0.5555555555555556,0.99,0.8221882354688071,0.18,"20x BomberA, 32x BomberB, 810x FighterA, 159x FighterB, 25x Tanker, 153x ISRDrone, 471x Satellite",2.75098951
497,SIM_0497,8,35,102,675,16,265,90,154495,1.0,0.4722222222222224,10.0,8.0,0.08333333333333333,0.99,0.46749274275574837,0.53,"8x BomberA, 35x BomberB, 102x FighterA, 675x FighterB, 16x Tanker, 265x ISRDrone, 90x Satellite",3.02594092
498,SIM_0498,27,9,580,1141,32,21,108,242875,1.0,0.5555555555555555,10.0,8.0,0.01,0.99,0.47404096723660466,0.53,"27x BomberA, 9x BomberB, 580x FighterA, 1141x FighterB, 32x Tanker, 21x ISRDrone, 108x Satellite",1.95178988
499,SIM_0499,24,16,528,862,49,146,88,218720,1.0,0.37500000000000006,10.0,8.0,0.19444444444444448,0.99,0.4765874989791601,0.52,"24x BomberA, 16x BomberB, 528x FighterA, 862x FighterB, 49x Tanker, 146x ISRDrone, 88x Satellite",2.17898454
500,SIM_0500,38,6,710,874,16,143,414,336300,1.0,0.22222222222222213,10.0,8.0,0.01,0.99,0.25576681787472255,0.74,"38x BomberA, 6x BomberB, 710x FighterA, 874x FighterB, 16x Tanker, 143x ISRDrone, 414x Satellite",0.76053172
501,SIM_0501,31,28,426,383,51,151,193,200440,1.0,0.27777777777777773,10.0,8.0,0.041666666666666706,0.99,0.31288188695774843,0.69,"31x BomberA, 28x BomberB, 426x FighterA, 383x FighterB, 51x Tanker, 151x ISRDrone, 193x Satellite",1.56097529
502,SIM_0502,22,18,766,639,16,146,395,310990,1.0,0.3055555555555555,10.0,8.0,0.01,0.99,0.3103353552151932,0.69,"22x BomberA, 18x BomberB, 766x FighterA, 639x FighterB, 16x Tanker, 146x ISRDrone, 395x Satellite",0.99789497
503,SIM_0503,31,16,1175,614,27,71,80,262300,1.0,0.5694444444444443,10.0,8.0,0.01,0.99,0.48313572346001643,0.52,"31x BomberA, 16x BomberB, 1175x FighterA, 614x FighterB, 27x Tanker, 71x ISRDrone, 80x Satellite",1.84192041
504,SIM_0504,7,22,864,322,6,207,930,448890,1.0,0.29166666666666663,10.0,8.0,0.01,0.99,0.3012405989917813,0.7,"7x BomberA, 22x BomberB, 864x FighterA, 322x FighterB, 6x Tanker, 207x ISRDrone, 930x Satellite",0.67107888
505,SIM_0505,34,10,100,419,41,254,291,194890,1.0,0.3194444444444444,10.0,8.0,0.638888888888889,0.99,0.7312406732346894,0.27,"34x BomberA, 10x BomberB, 100x FighterA, 419x FighterB, 41x Tanker, 254x ISRDrone, 291x Satellite",3.75206872
506,SIM_0506,33,30,792,772,5,100,73,236440,1.0,0.3194444444444444,10.0,8.0,0.01,0.99,0.3194301114386049,0.68,"33x BomberA, 30x BomberB, 792x FighterA, 772x FighterB, 5x Tanker, 100x ISRDrone, 73x Satellite",1.35099861
507,SIM_0507,5,5,1147,57,47,273,377,294595,1.0,0.625,10.0,8.0,0.25,0.99,0.6766721358942188,0.32,"5x BomberA, 5x BomberB, 1147x FighterA, 57x FighterB, 47x Tanker, 273x ISRDrone, 377x Satellite",2.2969573
508,SIM_0508,2,30,600,184,46,115,932,403980,1.0,0.48611111111111127,10.0,8.0,0.01,0.99,0.42856718611954603,0.57,"2x BomberA, 30x BomberB, 600x FighterA, 184x FighterB, 46x Tanker, 115x ISRDrone, 932x Satellite",1.06086238
509,SIM_0509,13,11,518,437,50,64,143,175895,1.0,0.41666666666666674,10.0,8.0,0.15277777777777776,0.99,0.4765874989791601,0.52,"13x BomberA, 11x BomberB, 518x FighterA, 437x FighterB, 50x Tanker, 64x ISRDrone, 143x Satellite",2.70949998
510,SIM_0510,4,5,987,671,39,208,175,268355,1.0,0.5000000000000001,10.0,8.0,0.041666666666666706,0.99,0.45839798653233665,0.54,"4x BomberA, 5x BomberB, 987x FighterA, 671x FighterB, 39x Tanker, 208x ISRDrone, 175x Satellite",1.70817755
511,SIM_0511,39,20,89,891,44,44,766,372410,1.0,0.5138888888888891,10.0,8.0,0.01,0.99,0.4467566985663696,0.55,"39x BomberA, 20x BomberB, 89x FighterA, 891x FighterB, 44x Tanker, 44x ISRDrone, 766x Satellite",1.19963669
512,SIM_0512,5,6,586,784,44,65,5,169590,1.0,0.4583333333333334,10.0,8.0,0.01,0.99,0.4103776736727226,0.59,"5x BomberA, 6x BomberB, 586x FighterA, 784x FighterB, 44x Tanker, 65x ISRDrone, 5x Satellite",2.41982236
513,SIM_0513,13,17,601,746,6,218,139,224345,1.0,0.38888888888888895,10.0,8.0,0.01,0.99,0.3649038925556637,0.64,"13x BomberA, 17x BomberB, 601x FighterA, 746x FighterB, 6x Tanker, 218x ISRDrone, 139x Satellite",1.62653009
514,SIM_0514,22,2,670,1167,7,31,562,382800,1.0,0.4722222222222224,10.0,8.0,0.13888888888888895,0.99,0.5038717676493956,0.5,"22x BomberA, 2x BomberB, 670x FighterA, 1167x FighterB, 7x Tanker, 31x ISRDrone, 562x Satellite",1.31627943
515,SIM_0515,2,19,82,124,58,148,526,213925,1.0,0.5000000000000001,10.0,8.0,0.763888888888889,0.4217687074829931,0.5592347041048904,0.44,"2x BomberA, 19x BomberB, 82x FighterA, 124x FighterB, 58x Tanker, 148x ISRDrone, 526x Satellite",2.61416246
516,SIM_0516,35,40,1127,737,25,289,512,431300,1.0,0.23611111111111102,10.0,8.0,0.01,0.99,0.26486157409813427,0.74,"35x BomberA, 40x BomberB, 1127x FighterA, 737x FighterB, 25x Tanker, 289x ISRDrone, 512x Satellite",0.61410057
517,SIM_0517,19,6,487,1106,3,287,969,499410,1.0,0.26388888888888884,10.0,8.0,0.01,0.99,0.28305108654495786,0.72,"19x BomberA, 6x BomberB, 487x FighterA, 1106x FighterB, 3x Tanker, 287x ISRDrone, 969x Satellite",0.56677096
518,SIM_0518,1,17,735,606,10,120,855,426525,1.0,0.3055555555555555,10.0,8.0,0.18055555555555558,0.99,0.42201896163868957,0.58,"1x BomberA, 17x BomberB, 735x FighterA, 606x FighterB, 10x Tanker, 120x ISRDrone, 855x Satellite",0.98943546
519,SIM_0519,7,37,358,477,19,21,692,324995,1.0,0.23611111111111102,10.0,8.0,0.37499999999999994,0.99,0.5038717676493952,0.5,"7x BomberA, 37x BomberB, 358x FighterA, 477x FighterB, 19x Tanker, 21x ISRDrone, 692x Satellite",1.55039852
520,SIM_0520,37,18,910,440,48,76,511,350880,1.0,0.41666666666666674,10.0,8.0,0.06944444444444443,0.99,0.42201896163868957,0.58,"37x BomberA, 18x BomberB, 910x FighterA, 440x FighterB, 48x Tanker, 76x ISRDrone, 511x Satellite",1.20274442
521,SIM_0521,32,14,1077,1114,38,47,814,520160,1.0,0.23611111111111102,10.0,8.0,0.01,0.99,0.26486157409813427,0.74,"32x BomberA, 14x BomberB, 1077x FighterA, 1114x FighterB, 38x Tanker, 47x ISRDrone, 814x Satellite",0.50919251
522,SIM_0522,26,1,74,1075,16,131,155,192325,1.0,0.7777777777777779,10.0,8.0,0.2638888888888889,0.99,0.78580921057516,0.21,"26x BomberA, 1x BomberB, 74x FighterA, 1075x FighterB, 16x Tanker, 131x ISRDrone, 155x Satellite",4.08584017
523,SIM_0523,2,29,664,911,8,114,510,350355,1.0,0.3472222222222222,10.0,8.0,0.01,0.99,0.3376196238854285,0.66,"2x BomberA, 29x BomberB, 664x FighterA, 911x FighterB, 8x Tanker, 114x ISRDrone, 510x Satellite",0.96365008
524,SIM_0524,40,23,1199,665,53,33,385,371315,1.0,0.5972222222222222,10.0,8.0,0.01,0.99,0.5013252359068402,0.5,"40x BomberA, 23x BomberB, 1199x FighterA, 665x FighterB, 53x Tanker, 33x ISRDrone, 385x Satellite",1.35013462
525,SIM_0525,37,11,1064,123,43,106,345,286335,1.0,0.6944444444444444,10.0,8.0,0.041666666666666706,0.99,0.5857245736601012,0.41,"37x BomberA, 11x BomberB, 1064x FighterA, 123x FighterB, 43x Tanker, 106x ISRDrone, 345x Satellite",2.04559196
526,SIM_0526,33,40,687,889,10,80,105,248990,1.0,0.40277777777777785,10.0,8.0,0.01,0.99,0.37399864877907557,0.63,"33x BomberA, 40x BomberB, 687x FighterA, 889x FighterB, 10x Tanker, 80x ISRDrone, 105x Satellite",1.50206293
527,SIM_0527,16,3,893,1047,40,99,374,350395,1.0,0.29166666666666663,10.0,8.0,0.01,0.99,0.3012405989917813,0.7,"16x BomberA, 3x BomberB, 893x FighterA, 1047x FighterB, 40x Tanker, 99x ISRDrone, 374x Satellite",0.85971717
528,SIM_0528,3,39,51,210,4,38,383,166335,1.0,0.5555555555555555,10.0,8.0,0.638888888888889,0.31972789115646255,0.446942305836235,0.55,"3x BomberA, 39x BomberB, 51x FighterA, 210x FighterB, 4x Tanker, 38x ISRDrone, 383x Satellite",2.68700097
529,SIM_0529,18,1,339,1146,22,265,559,361165,1.0,0.40277777777777785,10.0,8.0,0.11111111111111113,0.99,0.44020847408551317,0.56,"18x BomberA, 1x BomberB, 339x FighterA, 1146x FighterB, 22x Tanker, 265x ISRDrone, 559x Satellite",1.21885696
530,SIM_0530,39,21,36,697,53,239,381,250795,1.0,0.5138888888888891,10.0,8.0,0.2361111111111111,0.99,0.5948193298835132,0.41,"39x BomberA, 21x BomberB, 36x FighterA, 697x FighterB, 53x Tanker, 239x ISRDrone, 381x Satellite",2.3717352
531,SIM_0531,37,11,304,679,22,136,213,210055,1.0,0.48611111111111127,10.0,8.0,0.37499999999999994,0.99,0.6675773796708072,0.33,"37x BomberA, 11x BomberB, 304x FighterA, 679x FighterB, 22x Tanker, 136x ISRDrone, 213x Satellite",3.17810754
532,SIM_0532,15,18,730,1011,55,132,905,498780,1.0,0.24999999999999992,10.0,8.0,0.01,0.99,0.27395633032154615,0.73,"15x BomberA, 18x BomberB, 730x FighterA, 1011x FighterB, 55x Tanker, 132x ISRDrone, 905x Satellite",0.54925284
533,SIM_0533,11,33,996,575,29,41,103,238555,1.0,0.6527777777777778,10.0,8.0,0.06944444444444443,0.99,0.5766298174366894,0.42,"11x BomberA, 33x BomberB, 996x FighterA, 575x FighterB, 29x Tanker, 41x ISRDrone, 103x Satellite",2.41717766
534,SIM_0534,24,4,213,1030,54,151,940,448970,1.0,0.36111111111111116,10.0,8.0,0.027777777777777804,0.99,0.35835566807480734,0.64,"24x BomberA, 4x BomberB, 213x FighterA, 1030x FighterB, 54x Tanker, 151x ISRDrone, 940x Satellite",0.79817286
535,SIM_0535,33,16,1030,797,36,150,900,519030,1.0,0.40277777777777785,10.0,8.0,0.01,0.99,0.37399864877907557,0.63,"33x BomberA, 16x BomberB, 1030x FighterA, 797x FighterB, 36x Tanker, 150x ISRDrone, 900x Satellite",0.72057232
536,SIM_0536,6,7,535,547,56,170,485,296405,1.0,0.15277777777777793,10.0,8.0,0.19444444444444448,0.99,0.33107139940457203,0.67,"6x BomberA, 7x BomberB, 535x FighterA, 547x FighterB, 56x Tanker, 170x ISRDrone, 485x Satellite",1.11695619
537,SIM_0537,24,19,1042,51,38,222,606,360985,1.0,0.41666666666666674,10.0,8.0,0.013888888888888902,0.99,0.38563993674504254,0.61,"24x BomberA, 19x BomberB, 1042x FighterA, 51x FighterB, 38x Tanker, 222x ISRDrone, 606x Satellite",1.06829906
538,SIM_0538,0,20,224,361,10,221,434,224370,1.0,0.37500000000000006,10.0,8.0,0.5277777777777779,0.99,0.6948616483410424,0.31,"20x BomberB, 224x FighterA, 361x FighterB, 10x Tanker, 221x ISRDrone, 434x Satellite",3.09694544
539,SIM_0539,0,18,816,802,46,112,413,328930,1.0,0.527777777777778,10.0,8.0,0.13888888888888895,0.99,0.5402507925430428,0.46,"18x BomberB, 816x FighterA, 802x FighterB, 46x Tanker, 112x ISRDrone, 413x Satellite",1.64244913
540,SIM_0540,39,37,143,1140,54,283,555,371875,1.0,0.4722222222222224,10.0,8.0,0.16666666666666666,0.99,0.522061280096219,0.48,"39x BomberA, 37x BomberB, 143x FighterA, 1140x FighterB, 54x Tanker, 283x ISRDrone, 555x Satellite",1.40386227
541,SIM_0541,19,16,339,409,3,226,140,162510,1.0,0.24999999999999992,10.0,8.0,0.01,0.99,0.27395633032154615,0.73,"19x BomberA, 16x BomberB, 339x FighterA, 409x FighterB, 3x Tanker, 226x ISRDrone, 140x Satellite",1.68578137
542,SIM_0542,34,30,747,94,3,126,564,313070,1.0,0.3055555555555555,10.0,8.0,0.11111111111111113,0.99,0.37654518052163083,0.62,"34x BomberA, 30x BomberB, 747x FighterA, 94x FighterB, 3x Tanker, 126x ISRDrone, 564x Satellite",1.20275076
543,SIM_0543,12,30,661,888,5,126,92,228810,1.0,0.4722222222222224,10.0,8.0,0.01,0.99,0.4194724298961343,0.58,"12x BomberA, 30x BomberB, 661x FighterA, 888x FighterB, 5x Tanker, 126x ISRDrone, 92x Satellite",1.8332784
544,SIM_0544,39,18,437,432,59,206,391,272100,1.0,0.0694444444444445,10.0,8.0,0.22222222222222227,0.99,0.29469237451092495,0.71,"39x BomberA, 18x BomberB, 437x FighterA, 432x FighterB, 59x Tanker, 206x ISRDrone, 391x Satellite",1.08302967
545,SIM_0545,26,27,773,387,37,35,318,263795,1.0,0.527777777777778,10.0,8.0,0.08333333333333333,0.99,0.5038717676493956,0.5,"26x BomberA, 27x BomberB, 773x FighterA, 387x FighterB, 37x Tanker, 35x ISRDrone, 318x Satellite",1.91008839
546,SIM_0546,39,26,1090,917,34,18,31,273340,1.0,0.44444444444444453,10.0,8.0,0.01,0.99,0.4012829174493109,0.6,"39x BomberA, 26x BomberB, 1090x FighterA, 917x FighterB, 34x Tanker, 18x ISRDrone, 31x Satellite",1.46807243
547,SIM_0547,21,21,1178,804,9,20,820,492705,1.0,0.38888888888888895,10.0,8.0,0.01,0.99,0.3649038925556637,0.64,"21x BomberA, 21x BomberB, 1178x FighterA, 804x FighterB, 9x Tanker, 20x ISRDrone, 820x Satellite",0.74061333
548,SIM_0548,2,13,23,241,27,2,773,271075,1.0,0.7916666666666667,10.0,8.0,0.7222222222222223,0.6122448979591836,0.8476684014759489,0.15,"2x BomberA, 13x BomberB, 23x FighterA, 241x FighterB, 27x Tanker, 2x ISRDrone, 773x Satellite",3.12706226
549,SIM_0549,25,14,292,896,12,139,501,310010,1.0,0.5000000000000001,10.0,8.0,0.01,0.99,0.4376619423429578,0.56,"25x BomberA, 14x BomberB, 292x FighterA, 896x FighterB, 12x Tanker, 139x ISRDrone, 501x Satellite",1.41176718
550,SIM_0550,31,29,799,548,0,80,51,204005,1.0,0.5694444444444443,10.0,8.0,0.01,0.99,0.48313572346001643,0.52,"31x BomberA, 29x BomberB, 799x FighterA, 548x FighterB, 80x ISRDrone, 51x Satellite",2.36825432
551,SIM_0551,17,7,152,923,38,118,772,372275,1.0,0.29166666666666663,10.0,8.0,0.01,0.99,0.3012405989917813,0.7,"17x BomberA, 7x BomberB, 152x FighterA, 923x FighterB, 38x Tanker, 118x ISRDrone, 772x Satellite",0.80918837
552,SIM_0552,35,21,59,826,50,119,793,376515,1.0,0.23611111111111102,10.0,8.0,0.01,0.99,0.26486157409813427,0.74,"35x BomberA, 21x BomberB, 59x FighterA, 826x FighterB, 50x Tanker, 119x ISRDrone, 793x Satellite",0.70345557
553,SIM_0553,16,0,1147,1081,51,28,28,274640,1.0,0.4722222222222224,10.0,8.0,0.01,0.99,0.4194724298961343,0.58,"16x BomberA, 1147x FighterA, 1081x FighterB, 51x Tanker, 28x ISRDrone, 28x Satellite",1.52735374
554,SIM_0554,10,0,37,518,54,292,624,284940,1.0,0.4722222222222224,10.0,8.0,0.2916666666666667,0.99,0.6039140861069249,0.4,"10x BomberA, 37x FighterA, 518x FighterB, 54x Tanker, 292x ISRDrone, 624x Satellite",2.11944299
555,SIM_0555,16,11,650,852,43,18,960,474585,1.0,0.15277777777777793,10.0,8.0,0.18055555555555558,0.99,0.3219766431811603,0.68,"16x BomberA, 11x BomberB, 650x FighterA, 852x FighterB, 43x Tanker, 18x ISRDrone, 960x Satellite",0.67843831
556,SIM_0556,33,21,328,1006,28,231,927,472015,1.0,0.37500000000000006,10.0,8.0,0.01,0.99,0.355809136332252,0.64,"33x BomberA, 21x BomberB, 328x FighterA, 1006x FighterB, 28x Tanker, 231x ISRDrone, 927x Satellite",0.75380896
557,SIM_0557,24,31,351,531,4,242,714,359845,1.0,0.3055555555555555,10.0,8.0,0.01,0.99,0.3103353552151932,0.69,"24x BomberA, 31x BomberB, 351x FighterA, 531x FighterB, 4x Tanker, 242x ISRDrone, 714x Satellite",0.86241397
558,SIM_0558,33,29,1133,898,50,130,752,503985,1.0,0.22222222222222213,10.0,8.0,0.01,0.99,0.25576681787472255,0.74,"33x BomberA, 29x BomberB, 1133x FighterA, 898x FighterB, 50x Tanker, 130x ISRDrone, 752x Satellite",0.50748895
559,SIM_0559,5,32,600,830,25,21,911,452640,1.0,0.3333333333333333,10.0,8.0,0.01,0.99,0.3285248676620166,0.67,"5x BomberA, 32x BomberB, 600x FighterA, 830x FighterB, 25x Tanker, 21x ISRDrone, 911x Satellite",0.72579725
560,SIM_0560,15,8,244,733,18,156,799,371610,1.0,0.3055555555555555,10.0,8.0,0.01,0.99,0.3103353552151932,0.69,"15x BomberA, 8x BomberB, 244x FighterA, 733x FighterB, 18x Tanker, 156x ISRDrone, 799x Satellite",0.83511034
561,SIM_0561,4,18,59,1186,48,115,199,215120,1.0,0.8333333333333335,10.0,8.0,0.01,0.99,0.6559360917048401,0.34,"4x BomberA, 18x BomberB, 59x FighterA, 1186x FighterB, 48x Tanker, 115x ISRDrone, 199x Satellite",3.04916368
562,SIM_0562,8,27,200,253,6,55,189,129255,1.0,0.24999999999999992,10.0,8.0,0.48611111111111116,0.4897959183673469,0.25817971238297466,0.74,"8x BomberA, 27x BomberB, 200x FighterA, 253x FighterB, 6x Tanker, 55x ISRDrone, 189x Satellite",1.99744468
563,SIM_0563,28,29,394,1025,52,97,34,207245,1.0,0.5694444444444443,10.0,8.0,0.01,0.99,0.48313572346001643,0.52,"28x BomberA, 29x BomberB, 394x FighterA, 1025x FighterB, 52x Tanker, 97x ISRDrone, 34x Satellite",2.33122982
564,SIM_0564,6,16,339,108,49,173,208,149170,1.0,0.26388888888888884,10.0,8.0,0.5972222222222222,0.5918367346938774,0.406851135545277,0.59,"6x BomberA, 16x BomberB, 339x FighterA, 108x FighterB, 49x Tanker, 173x ISRDrone, 208x Satellite",2.7274327
565,SIM_0565,12,32,971,723,6,17,632,402830,1.0,0.38888888888888895,10.0,8.0,0.01,0.99,0.3649038925556637,0.64,"12x BomberA, 32x BomberB, 971x FighterA, 723x FighterB, 6x Tanker, 17x ISRDrone, 632x Satellite",0.90585084
566,SIM_0566,19,33,207,988,10,115,680,365915,1.0,0.40277777777777785,10.0,8.0,0.027777777777777804,0.99,0.38563993674504266,0.61,"19x BomberA, 33x BomberB, 207x FighterA, 988x FighterB, 10x Tanker, 115x ISRDrone, 680x Satellite",1.05390579
567,SIM_0567,16,26,653,741,34,191,849,451620,1.0,0.138888888888889,10.0,8.0,0.01,0.99,0.20119828053425218,0.8,"16x BomberA, 26x BomberB, 653x FighterA, 741x FighterB, 34x Tanker, 191x ISRDrone, 849x Satellite",0.44550348
568,SIM_0568,6,5,498,848,0,192,48,181915,1.0,0.5416666666666669,10.0,8.0,0.01,0.99,0.4649462110131932,0.54,"6x BomberA, 5x BomberB, 498x FighterA, 848x FighterB, 192x ISRDrone, 48x Satellite",2.55584317
569,SIM_0569,16,32,170,613,56,280,530,299980,1.0,0.29166666666666663,10.0,8.0,0.013888888888888902,0.99,0.3037871307343367,0.7,"16x BomberA, 32x BomberB, 170x FighterA, 613x FighterB, 56x Tanker, 280x ISRDrone, 530x Satellite",1.01269128
570,SIM_0570,18,16,353,328,48,154,691,322460,1.0,0.4722222222222224,10.0,8.0,0.47222222222222227,0.99,0.7221459170112777,0.28,"18x BomberA, 16x BomberB, 353x FighterA, 328x FighterB, 48x Tanker, 154x ISRDrone, 691x Satellite",2.23948991
571,SIM_0571,8,12,688,1022,31,96,572,380680,1.0,0.22222222222222213,10.0,8.0,0.20833333333333337,0.99,0.3856399367450424,0.61,"8x BomberA, 12x BomberB, 688x FighterA, 1022x FighterB, 31x Tanker, 96x ISRDrone, 572x Satellite",1.01302915
572,SIM_0572,15,28,303,736,14,115,995,442880,1.0,0.3194444444444444,10.0,8.0,0.4444444444444445,0.99,0.6039140861069247,0.4,"15x BomberA, 28x BomberB, 303x FighterA, 736x FighterB, 14x Tanker, 115x ISRDrone, 995x Satellite",1.36360659
573,SIM_0573,0,39,1001,170,34,138,804,415385,1.0,0.44444444444444453,10.0,8.0,0.01,0.99,0.4012829174493109,0.6,"39x BomberB, 1001x FighterA, 170x FighterB, 34x Tanker, 138x ISRDrone, 804x Satellite",0.96605057
